Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Dispute_Status_for_Publication,Name_of_Associated_Covered_Device_or_Medical_Supply1,Name_of_Associated_Covered_Drug_or_Biological1,Physician_Specialty,status
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS4I PLUS,,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,disallowed
Biotest Pharmaceuticals Corporation,No,,BIVIGAM,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
Sensus Healthcare LLC,No,SRT100,,,disallowed
"Salutaris Medical Devices, Inc.",No,,,,disallowed
"LIPOSCIENCE, INC.",No,,NMR LipoProfile Test,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Nephrology,disallowed
Exalenz Bioscience Ltd.,No,Breath ID,,,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology & Clinical Pathology,disallowed
TEI Biosciences Inc,No,PriMatrix,PriMatrix,Allopathic & Osteopathic Physicians|General Practice,disallowed
CSL Behring,No,,Kcentra,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
CSL Behring,No,,Kcentra,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,disallowed
DePuy Synthes Sales Inc.,No,Spine-Arthroplasty,,Chiropractic Providers|Chiropractor,disallowed
Vioptix Inc,No,,,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
Haemonetics Corporation,No,TEG,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
OrthoSensor Inc.,No,VERASENSE,,Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS-LFS,,Allopathic & Osteopathic Physicians|Neurological Surgery,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,rs-lfs,,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,disallowed
Dux Industries Inc,No,,,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"Helix Medical, LLC",No,,,,disallowed
"Anika Therapeutics, Inc.",No,Hyalomatrix,,,disallowed
"Eckert & Ziegler, BEBIG",No,,,,disallowed
"STELLEN MEDICAL, LLC",No,Proformix,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
Sucampo AG,No,,Rescula,Allopathic & Osteopathic Physicians|Ophthalmology,disallowed
NOVARTIS PHARMACEUTICALS CORPORATION,No,,NON_BRAND,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Sleep Medicine,disallowed
"Ellex, Inc",No,TANGO SLT/ND: YAG COMBINATION LASER SYSTEM,,Ambulatory Health Care Facilities|Clinic/Center|Student Health,disallowed
"Radiometer America, Inc.",No,,,Allopathic & Osteopathic Physicians|Preventive Medicine|Undersea and Hyperbaric Medicine,disallowed
Keystone Dental Inc.,No,dental implant,,Dental Providers|Dentist|Periodontics,disallowed
"ABL Medical, LLC",No,SilvrSTAT Antibacterial Wound Dressing Gel,,Dental Providers|Dentist|General Practice,disallowed
"Genesys Orthopedics Systems, L.L.C.",No,Sacroiliac Screw Fixation System,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS FBG,,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,disallowed
Actavis Pharma Inc,No,,Trelstar,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"NPS Pharmaceuticals, Inc.",No,,Gattex,Allopathic & Osteopathic Physicians|Transplant Surgery,disallowed
"Arrow International, Inc.",No,,,Allopathic & Osteopathic Physicians|Urology,disallowed
Pacira Pharmaceuticals Incorporated,No,,EXPAREL,,disallowed
Dux Industries Inc,No,Short Cut,,Dental Providers|Dentist|Oral and Maxillofacial Surgery,disallowed
Merck Sharp & Dohme Corporation,No,,JANUVIA,Allopathic & Osteopathic Physicians|Nuclear Medicine|Nuclear Cardiology,disallowed
"Arrow International, Inc.",No,,,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,disallowed
Specialty Surgical Instrumentation,No,,,,disallowed
Galt Medical,No,,,Allopathic & Osteopathic Physicians|Radiology|Pediatric Radiology,disallowed
"Radiometer America, Inc.",No,,,Other Service Providers|Specialist,disallowed
MEDELA INC.,No,Breastpumps and Accessories,,,disallowed
"M2S, Inc",No,,,Allopathic & Osteopathic Physicians|Surgery,disallowed
Keystone Dental Inc.,No,Dental Implant,,Dental Providers|Dentist|Prosthodontics,disallowed
"Arteriocyte Medical Systems, Inc.",No,Magellan,TRUPRP,,disallowed
Aqua Pharmaceuticals,No,,XOLEGEL,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
Aesculap AG,No,Spine,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,disallowed
OrthoPediatrics Corp.,No,Orthopediatric Implant,Orthopediatric Implant,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,disallowed
OrthoPediatrics Corp.,No,Pedi Loc,Pedi Loc,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
OrthoPediatrics Corp.,No,Trauma and Deformity,Trauma and Deformity,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Trauma,disallowed
OrthoPediatrics Corp.,No,Orthopediatric Implant,Orthopediatric Implant,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Allopathic & Osteopathic Physicians|Pediatrics|Adolescent Medicine,disallowed
TEI Biosciences Inc,No,PriMatrix,PriMatrix,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
CSL Behring,No,,Kcentra,Allopathic & Osteopathic Physicians|Emergency Medicine|Emergency Medical Services,disallowed
DePuy Synthes Sales Inc.,No,Trauma-Trauma,,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
DePuy Synthes Sales Inc.,No,CMF-Maxillofacial Reconstruction/Fixation,,Allopathic & Osteopathic Physicians|Surgery,disallowed
DePuy Synthes Sales Inc.,No,CMF-Customized Surgical Solutions,,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
DePuy Synthes Sales Inc.,No,Biomaterials-Allograft/Biomaterials,,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,disallowed
MEDELA INC.,No,breastpump & accessories,,,disallowed
"Beaver-Visitec International, Inc.",No,,,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
Sensus Healthcare LLC,No,SRT100,,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"A-dec, Inc.",No,Dental Cabinets,,Dental Providers|Dentist,disallowed
B. Braun Interventional Systems Inc.,No,Vena Cava Filter,,,disallowed
"Pinnacle Biologics, Inc",No,,Photofrin,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,disallowed
NOVARTIS PHARMACEUTICALS CORPORATION,No,,ARCAPTA NEOHALER,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
"Mobius Therapeutics, LLC",No,,Mitosol,,disallowed
"Fujirebio Diagnostics, Incorporated",Yes,In Vitro Diagnostic Device,,,disallowed
"Medistim USA, Inc.",No,VeriQ,,Allopathic & Osteopathic Physicians|Transplant Surgery,disallowed
"SS White Burs, Inc.",No,,,Dental Providers|Dentist|General Practice,disallowed
Philips Electronics North America Corporation,Yes,Patient Monitoring and Systems,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"Atlas Spine, Inc.",No,,,Allopathic & Osteopathic Physicians|Neurological Surgery,disallowed
"Advanced Orthopaedic Solutions, Inc.",No,AOS Clavicle Plate System,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
"PENTAX of America, Inc.",No,Service,,,disallowed
"ABL Medical, LLC",No,SilvrSTAT Antibacterial Wound Dressing Gel,,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Vilex in Tennessee, Inc.",No,Vilex Nitinol Memory Compression Staple,,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
"4WEB, Inc.",No,,,Suppliers|Durable Medical Equipment & Medical Supplies|Customized Equipment,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS4I,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
NOVARTIS PHARMACEUTICALS CORPORATION,No,,NON_BRAND,Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology & Clinical Pathology,disallowed
Atos Medical Inc,No,Laryngectomy Pulmonary Kit,,Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,disallowed
Megadyne Medical Products Inc,No,,,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Ellex, Inc",No,Solo SLT Laser System,,Allopathic & Osteopathic Physicians|Ophthalmology,disallowed
"FUKUDA DENSHI Co., Ltd.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"NormaTec Industries, LP",No,Pneumatic Compression Device,,Allopathic & Osteopathic Physicians|Surgery,disallowed
Sensus Healthcare LLC,No,SRT100,,Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Acute Care,disallowed
Vioptix Inc,No,,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
Novartis Vaccines and Diagnostics Inc,No,,MENVEO,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
Haemonetics Corporation,No,Cardiopat,,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
Haemonetics Corporation,No,Whole blood,,,disallowed
"Xhale, Inc.",No,,,Allopathic & Osteopathic Physicians|Urology,disallowed
"MIS Implants Technologies, Inc.",No,BondBone,,,disallowed
"ABL Medical, LLC",No,SilvrSTAT Antibacterial Wound Dressing Gel,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
Haemonetics Corporation,No,OrthoPAT,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Plasma Surgical, Inc.",No,PlasmaJet,,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS4I,,,disallowed
Integra LifeSciences Corporation,No,Recon-Lower Extremity Metal,,Podiatric Medicine & Surgery Service Providers|Podiatrist,disallowed
"Vilex in Tennessee, Inc.",No,Vilex Plate-1st MPJ,,Podiatric Medicine & Surgery Service Providers|Podiatrist,disallowed
B. Braun Interventional Systems Inc.,No,Asept Drainage System,,,disallowed
Helena Laboratories Corporation,No,SPIFE DISPO SAMPLE CUPS-DEEP WE,,,disallowed
Helena Laboratories Corporation,No,SPIFE URINE IFE-6 ACCESSORY KIT,,,disallowed
OrthoPediatrics Corp.,No,Pedi Flex,Pedi Flex,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
OrthoPediatrics Corp.,No,Prod. Dev: Spine,Prod. Dev: Spine,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
OrthoPediatrics Corp.,No,ACL Reconstruction System,ACL Reconstruction System,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Pediatric Orthopaedic Surgery,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Ambulatory Health Care Facilities|Clinic/Center|VA,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
TEI Biosciences Inc,No,,PriMatrix,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
TEI Biosciences Inc,No,SurgiMend,SurgiMend,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
TEI Biosciences Inc,No,PriMatrix,PriMatrix,Allopathic & Osteopathic Physicians|Dermatology|MOHS-Micrographic Surgery,disallowed
TEI Biosciences Inc,No,SurgiMend,SurgiMend,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
TEI Biosciences Inc,No,PriMatrix,PriMatrix,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
"Medtronic Sofamor Danek USA, Inc.",No,,,Allopathic & Osteopathic Physicians|Emergency Medicine|Sports Medicine,disallowed
CSL Behring,No,,Berinert,Allopathic & Osteopathic Physicians|Pediatrics|Adolescent Medicine,disallowed
CSL Behring,No,,Hizentra,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
DePuy Synthes Sales Inc.,No,CMF-Cranial Reconstruction/Fixation,,Dental Providers|Dentist,disallowed
DePuy Synthes Sales Inc.,No,CMF-Thoracic Reconstruction/Fixation,,Allopathic & Osteopathic Physicians|Surgery,disallowed
DePuy Synthes Sales Inc.,No,Spine-Tumor,,Allopathic & Osteopathic Physicians|Neurological Surgery,disallowed
"Aesculap, Inc.",No,,Surgical Technologies,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Aesculap, Inc.",No,,Surgical Technologies,Allopathic & Osteopathic Physicians|Surgery,disallowed
"Aesculap, Inc.",No,,Surgical Technologies,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS-LFS,,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
Haemonetics Corporation,No,IOL,,Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology,disallowed
Bayer HealthCare Pharmaceuticals Inc.,No,Betaseron,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
Megadyne Medical Products Inc,No,,,,disallowed
"Innovative Medical Products, Inc.",No,Demayo Knee Positioner,,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,disallowed
"Metric Medical Devices, Inc.",No,Super Staple Classic,,,disallowed
"Vilex in Tennessee, Inc.",No,Vilex Cannulated Screw for Fusion,,,disallowed
Ferring Pharmaceuticals Inc.,No,,Euflexxa,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
MEDELA INC.,Yes,Breastpump & Accessories,,,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS TENS,,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"Marine Polymer Technologies, Inc.",No,,,,disallowed
Haemonetics Corporation,No,TEG,,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
Vidacare Corporation,No,EZ-IO,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS4I,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
Covidien Sales LLC,No,,,Allopathic & Osteopathic Physicians|General Practice,disallowed
Biomet 3i Mexico SA de CV,No,3i - Dental,,Dental Providers|Dentist|Periodontics,disallowed
"Sunquest Information Systems, Inc.",No,,,Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology,disallowed
"ABL Medical, LLC",No,SilvrSTAT Antibacterial Wound Dressing Gel,,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,disallowed
"Vascular Dynamics, Inc.",No,,MobiusHD system,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
Nestle HealthCare Nutrition Inc.,No,COMPAT Stay-Put Nasojejunal Feeding Tube,,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,disallowed
"Pinnacle Biologics, Inc",No,,Photofrin,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
Dux Industries Inc,No,,,Dental Providers|Dentist|Oral and Maxillofacial Surgery,disallowed
"Intercell USA, Inc.",No,,IXIARO,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"ABL Medical, LLC",No,SilvrSTAT Antibacterial Wound Dressing Gel,,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,disallowed
Summit Medical,No,Earpopper,,,disallowed
"ABL Medical, LLC",No,SilvrSTAT Antibacterial Wound Dressing Gel,,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist",disallowed
Astellas Pharma Inc,No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
Lannett Company Inc,No,,Cocain Topical 4% 4ML,,disallowed
"Surgi-Care, Inc.",No,ARCH TABLE,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,disallowed
Atos Medical Inc,No,Provox Guidewire,,Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngology/Facial Plastic Surgery,disallowed
New Wave Surgical Corp.,No,,,Allopathic & Osteopathic Physicians|Surgery,disallowed
OrthoPediatrics Corp.,No,Band-Loc,Band-Loc,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
OrthoPediatrics Corp.,No,Pedi Plate,Pedi Plate,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
OrthoPediatrics Corp.,No,Response Spine,Response Spine,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
OrthoPediatrics Corp.,No,Proximal Femur,Proximal Femur,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
OrthoPediatrics Corp.,No,Pedi-Nail,Pedi-Nail,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
OrthoPediatrics Corp.,No,Sports Medicine,Sports Medicine,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Child & Adolescent Psychiatry,disallowed
TEI Biosciences Inc,No,SurgiMend,SurgiMend,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
CSL Behring,No,,Kcentra,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"Aesculap, Inc.",No,,Surgical Technologies,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Maternal & Fetal Medicine,disallowed
"Aesculap, Inc.",No,,Surgical Technologies,Allopathic & Osteopathic Physicians|Surgery|Surgical Oncology,disallowed
Keystone Dental Inc.,No,dental implants,,Dental Providers|Dentist|General Practice,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS4I,,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,disallowed
"Mid America Management, LLC",No,Surgical Implants,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,disallowed
Actavis Pharma Inc,No,,trelstar,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"FUKUDA DENSHI Co., Ltd.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
Mederi Therapeutics Inc,No,Stretta,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"MIS Implants Technologies, Inc.",No,M4,,Dental Providers|Dentist|Periodontics,disallowed
Keystone Dental Inc.,No,dental implant,,Dental Providers|Dentist,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS TENS,,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,disallowed
Sensus Healthcare LLC,No,SRT100,,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
Haemonetics Corporation,No,TEG,,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
Sekisui Diagnostics LLC,No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,disallowed
"Greer Laboratories, Inc.",No,,,Allopathic & Osteopathic Physicians|Otolaryngology|Facial Plastic Surgery,disallowed
"Arrow International, Inc.",No,Next Step,,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
"Vilex in Tennessee, Inc.",No,Vilex Cannulated Screw System,,Podiatric Medicine & Surgery Service Providers|Podiatrist,disallowed
Grunenthal USA Inc,No,,,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,disallowed
"Spinal Elements, Inc.",No,,,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
Biomet 3i Mexico SA de CV,No,3i - Dental,,Dental Providers|Dentist|Prosthodontics,disallowed
"Heidelberg Engineering, Inc.",No,,,,disallowed
Specialty Surgical Instrumentation,No,SPETZLER System,,,disallowed
"North Texas Surgical Services, LLC",No,,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,disallowed
Sucampo AG,No,,Rescula,,disallowed
MedOne Surgical Inc,No,,,,disallowed
Monaghan Medical Corporation,No,AeroChamber OPEP,,,disallowed
Galil Medical Inc.,No,Cryoablation products,,Other Service Providers|Specialist,disallowed
"AtriCure, Inc.",No,CARDIOVASCULAR,,Hospitals|Special Hospital,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS OA KNEE SYSTEM,,Other Service Providers|Specialist,disallowed
"SeaSpine, Inc.",No,Spine-New Product in Development,,Other Service Providers|Specialist,disallowed
OrthoPediatrics Corp.,No,Prod Dev: Trauma & Deformity,Prod Dev: Trauma & Deformity,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Cardiology,disallowed
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),No,LifeVest,,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
CSL Behring,No,,Kcentra,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,disallowed
CSL Behring,No,,Berinert,Podiatric Medicine & Surgery Service Providers|Podiatrist,disallowed
CSL Behring,No,,Kcentra,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Pulmonology,disallowed
"Aesculap, Inc.",No,,Neuro,Allopathic & Osteopathic Physicians|Neurological Surgery,disallowed
"NinePoint Medical, Inc.",No,Nvision VLE,,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,disallowed
Dental Material Gesellschaft mbH,No,Honigum,,Dental Providers|Dentist|Pediatric Dentistry,disallowed
B. Braun Medical Inc.,No,,,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
STERIS Corporation,No,Lights,,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
"Acute Innovations, LLC",No,AcuTie,,Other Service Providers|Specialist,disallowed
"Advanced Orthopaedic Solutions, Inc.",No,AOS Galileo Lag Screw,,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Pediatric Orthopaedic Surgery,disallowed
"Ellex, Inc",No,SUPERQ ND:YAG LASER SYSTEM,,Allopathic & Osteopathic Physicians|Ophthalmology,disallowed
"Ellex, Inc",No,EYECUBED DIAGNOSTIC ULTRASOUND SYSTEM,,Other Service Providers|Specialist,disallowed
Mitsubishi Electric Corporation,No,,,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,disallowed
Skeletal Dynamics LLC,No,GEMINUS,,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",No,RS-LFS,,Chiropractic Providers|Chiropractor,disallowed
"Halt Medical, INC",No,Acessa,,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
"iCAD, Inc",No,Axxent Controller,,,disallowed
"iCAD, Inc",No,,,,disallowed
"Meda Pharmaceuticals, Inc.",No,,Elestrin,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Elestrin,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Elestrin,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Otolaryngology|Pediatric Otolaryngology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Other Service Providers|Specialist,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Allergy & Immunology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|General Practice,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Allergy/Immunology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Emergency Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Ophthalmology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Otolaryngology|Facial Plastic Surgery,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"Meda Pharmaceuticals, Inc.",No,,None,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant|Medical,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngology/Facial Plastic Surgery,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,disallowed
"Meda Pharmaceuticals, Inc.",No,,Dymista,Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngic Allergy,disallowed
