age,height,body_type,drinks,drugs,education,ethnicity,location,orientation,sex,sign,smokes,status,class,
26,67,a little extra,socially,never,graduated from college/university,asian,"vallejo, california",straight,m,libra,sometimes,single,stem,
40,70,average,socially,never,dropped out of college/university,"hispanic / latin, other","san francisco, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
30,71,fit,socially,never,graduated from college/university,asian,"san francisco, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
24,70,athletic,socially,never,graduated from college/university,black,"oakland, california",gay,f,gemini but it doesn&rsquo,t matter,no,single,stem
23,74,athletic,socially,never,graduated from college/university,white,"berkeley, california",straight,m,virgo but it doesn&rsquo,t matter,no,single,stem
27,72,used up,very often,never,graduated from college/university,white,"san francisco, california",straight,m,gemini but it doesn&rsquo,t matter,sometimes,single,stem
31,65,jacked,socially,never,graduated from college/university,asian,"san francisco, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,stem
26,69,athletic,socially,never,graduated from masters program,white,"san francisco, california",straight,m,sagittarius but it doesn&rsquo,t matter,no,single,stem
52,70,full figured,socially,never,dropped out of college/university,white,"redwood city, california",straight,m,scorpio but it doesn&rsquo,t matter,no,available,stem
32,66,athletic,socially,never,ph.d program,"hispanic / latin, white","emeryville, california",straight,m,scorpio,no,single,stem,
30,77,athletic,socially,sometimes,graduated from college/university,"hispanic / latin, white","san francisco, california",straight,m,gemini but it doesn&rsquo,t matter,no,available,stem
30,66,athletic,socially,never,graduated from ph.d program,black,"oakland, california",straight,f,leo and it&rsquo,s fun to think about,no,single,stem
27,70,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,m,sagittarius but it doesn&rsquo,t matter,no,single,stem
45,72,athletic,socially,never,graduated from college/university,white,"oakland, california",straight,m,cancer,no,single,stem,
52,68,athletic,socially,never,graduated from college/university,pacific islander,"mountain view, california",straight,m,virgo and it matters a lot,sometimes,single,stem,
29,75,thin,socially,never,graduated from college/university,white,"san francisco, california",straight,m,leo but it doesn&rsquo,t matter,no,single,stem
29,68,athletic,socially,never,graduated from masters program,indian,"san francisco, california",straight,m,sagittarius,no,single,stem,
25,68,curvy,socially,never,graduated from masters program,white,"oakland, california",bisexual,f,sagittarius but it doesn&rsquo,t matter,no,available,stem
27,74,average,socially,never,working on college/university,asian,"oakland, california",straight,m,cancer,no,single,stem,
26,67,a little extra,socially,sometimes,dropped out of college/university,white,"san francisco, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,stem
32,63,fit,socially,never,graduated from masters program,white,"san francisco, california",straight,f,capricorn and it&rsquo,s fun to think about,no,single,stem
26,72,average,socially,sometimes,graduated from college/university,white,"oakland, california",straight,m,virgo but it doesn&rsquo,t matter,no,single,stem
25,70,fit,socially,never,graduated from college/university,white,"green brae, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
19,72,average,rarely,never,working on college/university,"hispanic / latin, white","san francisco, california",gay,m,virgo but it doesn&rsquo,t matter,no,single,stem
27,72,average,socially,never,graduated from college/university,white,"oakland, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,stem
37,72,athletic,socially,sometimes,graduated from college/university,white,"san mateo, california",straight,m,aquarius and it&rsquo,s fun to think about,sometimes,single,stem
25,70,thin,rarely,never,graduated from college/university,white,"san francisco, california",bisexual,f,taurus but it doesn&rsquo,t matter,no,available,stem
28,70,average,socially,never,graduated from ph.d program,white,"berkeley, california",straight,m,sagittarius but it doesn&rsquo,t matter,no,single,stem
26,72,skinny,often,never,graduated from college/university,white,"san francisco, california",straight,m,aries but it doesn&rsquo,t matter,no,single,stem
28,74,average,socially,never,graduated from college/university,"asian, white","san francisco, california",straight,m,capricorn but it doesn&rsquo,t matter,no,single,stem
37,72,average,socially,sometimes,graduated from masters program,white,"san francisco, california",gay,m,taurus but it doesn&rsquo,t matter,when drinking,married,stem
45,70,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,sagittarius and it&rsquo,s fun to think about,no,single,stem
27,66,fit,socially,never,graduated from college/university,hispanic / latin,"san francisco, california",straight,m,libra and it&rsquo,s fun to think about,no,single,stem
35,66,athletic,socially,never,graduated from masters program,asian,"san francisco, california",straight,f,leo,no,single,stem,
30,71,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,m,taurus and it&rsquo,s fun to think about,no,single,stem
30,74,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,aries,no,single,stem,
32,70,athletic,socially,sometimes,working on ph.d program,white,"berkeley, california",straight,m,pisces and it&rsquo,s fun to think about,when drinking,single,stem
39,68,average,socially,never,graduated from college/university,white,"san francisco, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,stem
34,68,a little extra,socially,sometimes,graduated from college/university,indian,"san francisco, california",straight,m,taurus and it&rsquo,s fun to think about,when drinking,single,stem
43,74,athletic,socially,never,graduated from masters program,white,"san francisco, california",straight,m,gemini,no,single,stem,
28,64,fit,socially,never,graduated from ph.d program,asian,"berkeley, california",straight,m,libra but it doesn&rsquo,t matter,no,single,stem
31,68,jacked,socially,never,graduated from college/university,white,"san rafael, california",straight,m,libra and it&rsquo,s fun to think about,no,single,stem
29,64,average,often,sometimes,graduated from college/university,asian,"san francisco, california",straight,f,scorpio but it doesn&rsquo,t matter,no,single,stem
36,71,fit,socially,sometimes,working on space camp,white,"san francisco, california",straight,m,gemini but it doesn&rsquo,t matter,no,single,stem
28,71,fit,rarely,never,graduated from ph.d program,indian,"mountain view, california",straight,m,libra but it doesn&rsquo,t matter,no,single,stem
33,72,fit,socially,never,graduated from masters program,white,"walnut creek, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,stem
22,72,athletic,socially,never,working on masters program,white,"mountain view, california",straight,m,leo and it&rsquo,s fun to think about,no,single,stem
48,69,athletic,socially,never,graduated from masters program,white,"oakland, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,stem
22,66,athletic,not at all,never,college/university,"middle eastern, white","san francisco, california",straight,m,leo but it doesn&rsquo,t matter,no,single,stem
30,68,athletic,socially,never,graduated from masters program,indian,"san francisco, california",straight,m,gemini but it doesn&rsquo,t matter,no,single,stem
34,68,average,rarely,never,graduated from masters program,white,"san francisco, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
27,71,average,socially,never,graduated from college/university,white,"el cerrito, california",straight,m,cancer and it&rsquo,s fun to think about,no,single,stem
25,72,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,m,leo but it doesn&rsquo,t matter,no,single,stem
24,66,average,socially,never,graduated from college/university,white,"san francisco, california",straight,f,cancer but it doesn&rsquo,t matter,no,single,stem
28,74,average,socially,never,graduated from college/university,white,"san francisco, california",straight,m,pisces,no,single,stem,
32,71,average,rarely,sometimes,graduated from college/university,white,"san francisco, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
42,76,average,rarely,never,graduated from high school,black,"vallejo, california",straight,m,gemini but it doesn&rsquo,t matter,no,single,stem
34,65,average,socially,never,graduated from college/university,indian,"san mateo, california",straight,f,sagittarius but it doesn&rsquo,t matter,no,single,stem
24,70,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,f,libra,no,single,stem,
27,67,athletic,rarely,never,graduated from college/university,asian,"palo alto, california",straight,m,cancer and it&rsquo,s fun to think about,sometimes,single,stem
32,74,skinny,socially,sometimes,graduated from college/university,white,"san francisco, california",gay,m,virgo and it&rsquo,s fun to think about,no,seeing someone,stem
39,72,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,m,capricorn but it doesn&rsquo,t matter,no,seeing someone,stem
35,69,curvy,rarely,never,graduated from college/university,"hispanic / latin, white","san francisco, california",straight,f,cancer and it&rsquo,s fun to think about,no,single,stem
19,72,skinny,socially,never,working on college/university,white,"mountain view, california",straight,m,virgo,no,single,stem,
27,62,curvy,socially,never,graduated from college/university,white,"san francisco, california",straight,f,capricorn and it&rsquo,s fun to think about,no,single,stem
23,73,athletic,socially,sometimes,graduated from college/university,"black, indian, white, other","emeryville, california",straight,m,pisces and it&rsquo,s fun to think about,when drinking,single,stem
29,64,average,socially,never,graduated from college/university,"asian, pacific islander","oakland, california",gay,m,aries and it&rsquo,s fun to think about,yes,single,stem
43,63,thin,socially,never,graduated from college/university,white,"walnut creek, california",straight,f,capricorn and it&rsquo,s fun to think about,no,single,stem
30,74,average,not at all,never,graduated from masters program,white,"san mateo, california",straight,m,pisces but it doesn&rsquo,t matter,no,seeing someone,stem
35,69,athletic,socially,never,graduated from college/university,"hispanic / latin, white, other","san francisco, california",straight,m,scorpio and it&rsquo,s fun to think about,no,single,stem
30,66,fit,socially,never,graduated from masters program,white,"san francisco, california",straight,f,aries but it doesn&rsquo,t matter,no,single,stem
44,74,average,not at all,never,graduated from two-year college,white,"san leandro, california",straight,m,pisces and it&rsquo,s fun to think about,no,single,stem
28,69,thin,socially,never,graduated from college/university,white,"san francisco, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,stem
34,70,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,scorpio,no,single,stem,
29,72,average,socially,never,graduated from two-year college,white,"san francisco, california",straight,m,virgo and it&rsquo,s fun to think about,no,single,stem
25,71,a little extra,socially,never,graduated from college/university,white,"san francisco, california",straight,m,aries but it doesn&rsquo,t matter,no,seeing someone,stem
29,72,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,leo but it doesn&rsquo,t matter,no,single,stem
38,67,average,socially,never,graduated from college/university,indian,"menlo park, california",straight,f,virgo and it&rsquo,s fun to think about,no,single,stem
39,66,athletic,socially,never,dropped out of masters program,white,"mill valley, california",straight,f,aquarius and it&rsquo,s fun to think about,no,single,stem
22,68,average,socially,never,working on college/university,"pacific islander, white, other","mountain view, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
24,63,curvy,often,sometimes,graduated from college/university,white,"san francisco, california",bisexual,f,sagittarius and it&rsquo,s fun to think about,no,single,stem
47,73,overweight,rarely,never,graduated from college/university,white,"walnut creek, california",straight,m,taurus but it doesn&rsquo,t matter,no,single,stem
28,68,athletic,socially,sometimes,graduated from college/university,white,"palo alto, california",straight,m,virgo but it doesn&rsquo,t matter,no,single,stem
40,70,fit,rarely,never,graduated from two-year college,white,"san francisco, california",straight,m,leo and it&rsquo,s fun to think about,no,single,stem
25,66,athletic,socially,never,graduated from college/university,asian,"berkeley, california",straight,m,virgo but it doesn&rsquo,t matter,no,single,stem
46,69,skinny,socially,sometimes,working on masters program,white,"alameda, california",straight,m,virgo and it&rsquo,s fun to think about,no,available,stem
42,61,full figured,not at all,never,graduated from college/university,white,"san francisco, california",gay,f,gemini and it&rsquo,s fun to think about,trying to quit,single,stem
39,68,a little extra,rarely,never,graduated from masters program,white,"menlo park, california",straight,m,scorpio but it doesn&rsquo,t matter,no,single,stem
33,72,average,socially,never,graduated from college/university,white,"san francisco, california",straight,m,libra,no,single,stem,
23,65,skinny,socially,sometimes,graduated from college/university,asian,"san francisco, california",straight,f,capricorn but it doesn&rsquo,t matter,no,single,stem
43,70,thin,socially,never,graduated from masters program,indian,"san francisco, california",straight,m,libra and it&rsquo,s fun to think about,no,single,stem
28,71,fit,rarely,never,graduated from masters program,asian,"palo alto, california",straight,m,aries but it doesn&rsquo,t matter,no,single,stem
28,65,average,not at all,never,graduated from law school,"middle eastern, indian","san francisco, california",straight,m,scorpio but it doesn&rsquo,t matter,no,single,stem
29,72,fit,not at all,never,graduated from college/university,white,"san francisco, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
25,64,fit,socially,never,graduated from college/university,"middle eastern, white","san francisco, california",straight,f,taurus and it&rsquo,s fun to think about,no,single,stem
29,69,athletic,socially,never,graduated from masters program,indian,"san francisco, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
35,69,average,often,never,graduated from college/university,"asian, white","emeryville, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
40,70,average,socially,sometimes,graduated from college/university,white,"san francisco, california",gay,m,sagittarius and it&rsquo,s fun to think about,no,single,stem
29,72,fit,socially,never,graduated from college/university,indian,"san francisco, california",straight,m,cancer and it&rsquo,s fun to think about,sometimes,single,stem
28,65,athletic,socially,never,graduated from college/university,white,"oakland, california",straight,f,aquarius,no,single,stem,
28,76,skinny,socially,never,graduated from college/university,white,"san francisco, california",straight,m,aries and it&rsquo,s fun to think about,no,seeing someone,stem
38,66,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,f,sagittarius and it&rsquo,s fun to think about,trying to quit,single,stem
28,68,athletic,socially,never,graduated from masters program,white,"san francisco, california",straight,m,aries and it&rsquo,s fun to think about,no,single,stem
27,75,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
24,70,fit,socially,never,graduated from masters program,indian,"san francisco, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,stem
24,67,skinny,socially,never,graduated from masters program,indian,"alameda, california",gay,m,cancer and it&rsquo,s fun to think about,when drinking,single,stem
37,69,skinny,socially,sometimes,graduated from college/university,"asian, white","richmond, california",straight,m,aries but it doesn&rsquo,t matter,no,married,stem
29,66,average,socially,never,working on masters program,other,"san francisco, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
46,62,average,rarely,never,graduated from ph.d program,other,"san francisco, california",gay,f,virgo but it doesn&rsquo,t matter,no,single,stem
22,72,a little extra,socially,sometimes,graduated from high school,white,"benicia, california",straight,m,aries and it&rsquo,s fun to think about,no,single,stem
26,71,a little extra,rarely,never,graduated from college/university,white,"san francisco, california",straight,m,virgo but it doesn&rsquo,t matter,no,single,stem
33,67,average,socially,never,graduated from masters program,asian,"san francisco, california",straight,m,leo but it doesn&rsquo,t matter,no,single,stem
31,71,athletic,rarely,never,graduated from college/university,asian,"oakland, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
28,67,fit,socially,never,graduated from college/university,hispanic / latin,"san francisco, california",straight,m,taurus but it doesn&rsquo,t matter,no,single,stem
32,63,average,socially,never,graduated from ph.d program,asian,"san francisco, california",gay,m,sagittarius,no,single,stem,
35,72,fit,socially,never,graduated from ph.d program,"hispanic / latin, white, other","san francisco, california",straight,m,leo and it&rsquo,s fun to think about,no,single,stem
59,73,fit,socially,never,graduated from college/university,white,"san rafael, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,stem
33,68,fit,socially,never,graduated from college/university,asian,"castro valley, california",straight,m,taurus but it doesn&rsquo,t matter,no,single,stem
24,72,athletic,socially,never,graduated from college/university,asian,"san mateo, california",straight,m,taurus but it doesn&rsquo,t matter,no,single,stem
27,71,average,not at all,never,graduated from college/university,white,"san francisco, california",straight,m,virgo,no,single,stem,
45,65,fit,socially,never,graduated from masters program,asian,"san carlos, california",straight,f,sagittarius but it doesn&rsquo,t matter,no,single,stem
25,71,fit,socially,never,graduated from college/university,"asian, white","san francisco, california",straight,m,gemini and it&rsquo,s fun to think about,when drinking,single,stem
31,69,average,socially,never,graduated from space camp,white,"san francisco, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
21,64,average,socially,never,working on college/university,white,"san francisco, california",straight,f,pisces but it doesn&rsquo,t matter,no,single,stem
34,71,athletic,not at all,never,graduated from masters program,hispanic / latin,"san mateo, california",gay,m,aries but it doesn&rsquo,t matter,no,single,stem
45,72,overweight,socially,never,graduated from college/university,white,"san rafael, california",straight,m,scorpio and it&rsquo,s fun to think about,trying to quit,single,stem
26,69,athletic,not at all,never,working on masters program,asian,"daly city, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,stem
37,67,athletic,not at all,never,working on masters program,white,"novato, california",bisexual,m,sagittarius and it&rsquo,s fun to think about,no,available,stem
26,64,fit,socially,never,graduated from college/university,white,"san francisco, california",straight,f,gemini,no,single,stem,
25,72,average,socially,never,graduated from college/university,white,"san francisco, california",straight,m,gemini but it doesn&rsquo,t matter,no,single,stem
42,72,athletic,socially,never,graduated from masters program,white,"san francisco, california",straight,m,libra,no,single,stem,
29,70,fit,rarely,sometimes,graduated from ph.d program,white,"san francisco, california",straight,m,libra and it&rsquo,s fun to think about,no,seeing someone,stem
23,63,average,rarely,never,graduated from college/university,asian,"san francisco, california",straight,f,virgo but it doesn&rsquo,t matter,no,single,stem
32,70,fit,not at all,never,graduated from college/university,white,"vallejo, california",straight,m,scorpio but it doesn&rsquo,t matter,no,single,stem
31,70,average,socially,never,graduated from masters program,white,"san mateo, california",straight,m,virgo and it&rsquo,s fun to think about,no,single,stem
22,73,average,rarely,sometimes,graduated from college/university,white,"san francisco, california",straight,m,virgo but it doesn&rsquo,t matter,sometimes,single,stem
23,71,fit,socially,never,dropped out of masters program,asian,"san francisco, california",straight,m,sagittarius but it doesn&rsquo,t matter,no,single,stem
22,70,fit,socially,never,graduated from college/university,asian,"san francisco, california",straight,m,cancer but it doesn&rsquo,t matter,no,seeing someone,stem
24,68,skinny,socially,never,graduated from college/university,indian,"san francisco, california",straight,m,leo and it&rsquo,s fun to think about,no,seeing someone,stem
30,69,athletic,not at all,never,graduated from college/university,white,"san francisco, california",straight,m,taurus and it&rsquo,s fun to think about,no,single,stem
34,72,fit,not at all,never,graduated from masters program,white,"oakland, california",straight,m,capricorn,no,available,stem,
38,73,fit,socially,never,graduated from college/university,white,"oakland, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
31,70,average,often,never,graduated from ph.d program,white,"san francisco, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
32,70,average,socially,sometimes,graduated from masters program,"asian, white","san francisco, california",straight,m,scorpio and it&rsquo,s fun to think about,no,single,stem
35,64,fit,socially,sometimes,graduated from college/university,other,"san francisco, california",bisexual,f,gemini and it&rsquo,s fun to think about,when drinking,available,stem
24,71,thin,rarely,never,graduated from college/university,asian,"westlake, california",gay,m,aries and it&rsquo,s fun to think about,no,single,stem
31,66,average,socially,never,graduated from masters program,white,"san francisco, california",straight,f,libra and it&rsquo,s fun to think about,no,single,stem
32,70,fit,socially,never,graduated from college/university,white,"crockett, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
31,69,average,socially,never,working on college/university,"black, hispanic / latin","san francisco, california",straight,f,scorpio,no,single,stem,
24,71,average,often,never,graduated from college/university,white,"alameda, california",straight,m,gemini but it doesn&rsquo,t matter,no,available,stem
31,71,average,socially,never,college/university,white,"san francisco, california",straight,m,capricorn but it doesn&rsquo,t matter,no,single,stem
27,75,average,socially,never,graduated from college/university,white,"berkeley, california",straight,m,leo and it&rsquo,s fun to think about,no,single,stem
30,70,fit,rarely,never,graduated from high school,white,"san francisco, california",straight,m,taurus,sometimes,seeing someone,stem,
35,63,fit,socially,never,graduated from college/university,white,"lafayette, california",gay,f,aquarius but it doesn&rsquo,t matter,no,available,stem
28,70,average,socially,never,graduated from college/university,asian,"oakland, california",straight,m,libra but it doesn&rsquo,t matter,no,single,stem
36,66,a little extra,socially,sometimes,graduated from high school,pacific islander,"daly city, california",straight,m,libra but it doesn&rsquo,t matter,no,single,stem
42,65,athletic,socially,never,graduated from ph.d program,white,"san francisco, california",straight,f,leo but it doesn&rsquo,t matter,no,single,stem
52,68,fit,socially,never,graduated from masters program,white,"san francisco, california",straight,m,aries and it&rsquo,s fun to think about,no,single,stem
46,68,fit,socially,never,graduated from college/university,white,"alameda, california",straight,m,capricorn,no,single,stem,
35,70,average,socially,never,college/university,white,"oakland, california",straight,m,scorpio but it doesn&rsquo,t matter,no,single,stem
37,69,full figured,often,never,working on space camp,white,"san mateo, california",straight,f,libra but it doesn&rsquo,t matter,sometimes,single,stem
34,68,fit,socially,never,dropped out of high school,"asian, pacific islander","san francisco, california",straight,m,taurus but it doesn&rsquo,t matter,no,available,stem
29,68,full figured,socially,never,working on space camp,white,"berkeley, california",straight,f,leo but it doesn&rsquo,t matter,no,single,stem
27,67,athletic,socially,sometimes,graduated from college/university,"middle eastern, white","berkeley, california",straight,m,cancer and it&rsquo,s fun to think about,sometimes,single,stem
63,66,a little extra,socially,never,graduated from masters program,white,"san francisco, california",straight,m,capricorn but it doesn&rsquo,t matter,no,single,stem
38,69,skinny,socially,never,graduated from college/university,white,"san francisco, california",straight,m,scorpio but it doesn&rsquo,t matter,no,single,stem
23,67,fit,socially,sometimes,graduated from college/university,"white, other","oakland, california",bisexual,f,aries and it&rsquo,s fun to think about,no,single,stem
24,70,average,socially,never,graduated from college/university,black,"san francisco, california",straight,f,leo but it doesn&rsquo,t matter,no,seeing someone,stem
29,72,a little extra,often,sometimes,graduated from masters program,"white, other","san francisco, california",gay,m,gemini,yes,single,stem,
26,70,athletic,socially,never,graduated from masters program,asian,"palo alto, california",straight,m,cancer and it&rsquo,s fun to think about,no,single,stem
47,69,athletic,socially,never,graduated from college/university,hispanic / latin,"martinez, california",straight,f,aries and it&rsquo,s fun to think about,no,single,stem
26,72,athletic,socially,sometimes,graduated from college/university,"hispanic / latin, white","oakland, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,stem
44,65,average,socially,never,graduated from college/university,white,"walnut creek, california",straight,f,gemini and it&rsquo,s fun to think about,no,single,stem
33,68,average,often,never,graduated from masters program,asian,"san francisco, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,stem
32,72,athletic,socially,never,graduated from masters program,white,"san francisco, california",straight,m,leo but it doesn&rsquo,t matter,no,single,stem
46,72,average,socially,sometimes,college/university,white,"hayward, california",straight,m,cancer,sometimes,single,stem,
29,71,athletic,socially,never,graduated from college/university,"asian, indian","san mateo, california",straight,m,aries but it doesn&rsquo,t matter,no,single,stem
29,67,fit,socially,sometimes,graduated from college/university,white,"san francisco, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,stem
36,69,average,socially,never,graduated from college/university,hispanic / latin,"san francisco, california",straight,m,pisces,no,single,stem,
26,75,average,socially,never,graduated from college/university,white,"san francisco, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,stem
49,70,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,leo but it doesn&rsquo,t matter,sometimes,single,stem
26,67,fit,socially,never,graduated from college/university,pacific islander,"san francisco, california",gay,m,cancer and it&rsquo,s fun to think about,no,single,stem
45,71,fit,socially,never,graduated from ph.d program,hispanic / latin,"san francisco, california",straight,m,leo but it doesn&rsquo,t matter,no,single,stem
57,67,average,not at all,never,graduated from college/university,hispanic / latin,"san francisco, california",straight,m,capricorn,no,single,stem,
39,72,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,sagittarius but it doesn&rsquo,t matter,no,single,stem
27,67,athletic,socially,never,graduated from masters program,indian,"san francisco, california",straight,m,sagittarius and it&rsquo,s fun to think about,no,single,stem
41,70,fit,socially,never,graduated from college/university,black,"san francisco, california",straight,m,aries but it doesn&rsquo,t matter,no,single,stem
36,74,average,not at all,never,graduated from masters program,white,"san francisco, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
32,72,overweight,socially,never,working on college/university,white,"walnut creek, california",straight,m,scorpio but it doesn&rsquo,t matter,yes,seeing someone,stem
44,70,fit,socially,sometimes,graduated from college/university,white,"san francisco, california",gay,m,taurus but it doesn&rsquo,t matter,no,single,stem
38,72,average,socially,never,graduated from college/university,white,"palo alto, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,stem
26,78,average,socially,never,graduated from college/university,asian,"san mateo, california",straight,m,aquarius,no,single,stem,
28,70,fit,socially,never,graduated from masters program,white,"san francisco, california",straight,m,cancer,no,single,stem,
41,74,average,socially,never,graduated from ph.d program,white,"albany, california",straight,m,aries but it doesn&rsquo,t matter,when drinking,available,stem
37,66,fit,often,sometimes,graduated from two-year college,white,"san francisco, california",straight,m,aries but it doesn&rsquo,t matter,when drinking,seeing someone,stem
36,72,thin,socially,never,graduated from masters program,white,"san mateo, california",straight,m,libra but it doesn&rsquo,t matter,no,single,stem
40,67,fit,socially,never,working on masters program,"asian, pacific islander, hispanic / latin","san francisco, california",straight,m,pisces and it&rsquo,s fun to think about,no,single,stem
28,69,thin,desperately,sometimes,graduated from college/university,white,"oakland, california",straight,m,cancer and it&rsquo,s fun to think about,when drinking,single,stem
42,64,a little extra,rarely,never,graduated from college/university,white,"san francisco, california",straight,m,scorpio but it doesn&rsquo,t matter,no,single,stem
31,65,average,socially,sometimes,graduated from masters program,white,"san francisco, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,stem
23,68,thin,socially,sometimes,working on college/university,white,"el cerrito, california",straight,m,cancer but it doesn&rsquo,t matter,trying to quit,single,stem
37,70,curvy,socially,sometimes,graduated from college/university,white,"san mateo, california",straight,f,aquarius and it&rsquo,s fun to think about,no,single,stem
26,73,fit,socially,never,graduated from college/university,white,"oakland, california",straight,m,capricorn but it doesn&rsquo,t matter,no,single,stem
56,66,a little extra,socially,sometimes,graduated from college/university,white,"south san francisco, california",straight,m,taurus and it&rsquo,s fun to think about,no,single,stem
49,74,average,socially,never,graduated from two-year college,hispanic / latin,"belmont, california",straight,m,taurus and it&rsquo,s fun to think about,no,single,stem
37,68,average,socially,never,graduated from space camp,white,"palo alto, california",straight,m,aquarius,no,single,stem,
30,68,skinny,socially,sometimes,dropped out of two-year college,asian,"san francisco, california",straight,m,aquarius,when drinking,single,stem,
45,70,fit,rarely,never,graduated from college/university,white,"san francisco, california",straight,m,aquarius but it doesn&rsquo,t matter,no,single,stem
23,72,athletic,socially,never,graduated from college/university,white,"san francisco, california",straight,m,libra but it doesn&rsquo,t matter,no,single,stem
37,67,athletic,rarely,never,dropped out of ph.d program,indian,"san francisco, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,stem
37,66,average,rarely,never,graduated from masters program,white,"san francisco, california",straight,m,aries but it doesn&rsquo,t matter,no,single,stem
28,75,athletic,socially,never,graduated from college/university,white,"san francisco, california",gay,m,aquarius and it&rsquo,s fun to think about,no,single,stem
33,72,average,socially,never,graduated from two-year college,white,"san francisco, california",straight,m,aries but it doesn&rsquo,t matter,no,single,stem
41,74,athletic,rarely,never,graduated from college/university,white,"san rafael, california",straight,m,aquarius and it&rsquo,s fun to think about,no,single,stem
32,67,athletic,socially,never,graduated from ph.d program,white,"oakland, california",straight,m,pisces and it&rsquo,s fun to think about,no,seeing someone,stem
27,70,fit,not at all,never,graduated from college/university,white,"el cerrito, california",straight,m,leo,no,single,stem,
29,70,average,socially,never,graduated from college/university,white,"san francisco, california",straight,m,sagittarius and it&rsquo,s fun to think about,no,single,stem
32,68,athletic,rarely,never,graduated from college/university,hispanic / latin,"oakland, california",straight,m,scorpio but it doesn&rsquo,t matter,no,single,stem
50,70,fit,not at all,never,graduated from college/university,white,"belmont, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,stem
28,70,average,socially,never,graduated from college/university,indian,"mountain view, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,stem
29,68,fit,socially,never,graduated from masters program,white,"san francisco, california",straight,m,taurus but it doesn&rsquo,t matter,no,single,stem
25,72,athletic,socially,never,graduated from college/university,asian,"belmont, california",straight,m,libra but it doesn&rsquo,t matter,no,single,stem
36,67,fit,socially,never,graduated from college/university,asian,"millbrae, california",straight,m,taurus and it&rsquo,s fun to think about,no,single,stem
35,70,athletic,socially,never,graduated from college/university,hispanic / latin,"redwood city, california",straight,m,cancer and it&rsquo,s fun to think about,no,single,stem
43,70,a little extra,socially,never,dropped out of masters program,white,"san francisco, california",straight,m,libra but it doesn&rsquo,t matter,sometimes,single,stem
42,64,average,socially,never,graduated from college/university,white,"fairfax, california",gay,f,gemini and it&rsquo,s fun to think about,no,single,stem
30,74,fit,rarely,never,graduated from masters program,white,"san carlos, california",straight,m,aries but it doesn&rsquo,t matter,no,available,stem
31,73,average,socially,never,graduated from college/university,white,"hayward, california",gay,m,taurus but it doesn&rsquo,t matter,no,available,stem
29,69,athletic,rarely,never,graduated from college/university,white,"brisbane, california",bisexual,m,libra,no,available,stem,
